fecha,inpc,inf,inpc_suby,inf_suby,tasa_desem,tiie_28,cetes_28
2011-02-01,75.58,3.57,78.82,3.26,5.34,4.84,4.04
2011-03-01,75.72,3.04,79.06,3.21,4.64,4.84,4.27
2011-04-01,75.72,3.36,79.12,3.18,5.13,4.85,4.28
2011-05-01,75.16,3.25,79.26,3.12,5.18,4.85,4.31
2011-06-01,75.16,3.28,79.41,3.18,5.40,4.85,4.37
2011-07-01,75.52,3.55,79.59,3.19,5.48,4.82,4.14
2011-08-01,75.64,3.42,79.69,3.22,5.71,4.81,4.05
2011-09-01,75.82,3.14,79.90,3.12,5.43,4.78,4.23
2011-10-01,76.33,3.20,80.11,3.19,4.99,4.79,4.36
2011-11-01,77.16,3.48,80.36,3.28,4.96,4.80,4.35
2011-12-01,77.79,3.82,80.77,3.35,4.51,4.80,4.34
2012-01-01,78.34,4.05,81.13,3.34,4.88,4.79,4.27
2012-02-01,78.50,3.87,81.48,3.37,5.28,4.78,4.32
2012-03-01,78.55,3.73,81.68,3.31,4.52,4.77,4.24
2012-04-01,78.30,3.41,81.80,3.39,4.86,4.74,4.29
2012-05-01,78.05,3.85,82.02,3.48,4.67,4.76,4.39
2012-06-01,78.41,4.34,82.19,3.50,4.75,4.76,4.34
2012-07-01,78.85,4.42,82.45,3.59,4.99,4.78,4.15
2012-08-01,79.09,4.57,82.64,3.70,5.33,4.79,4.13
2012-09-01,79.44,4.77,82.78,3.61,4.91,4.80,4.17
2012-10-01,79.84,4.60,82.97,3.58,5.03,4.82,4.21
2012-11-01,80.38,4.18,83.01,3.30,5.05,4.84,4.29
2012-12-01,80.57,3.57,83.11,2.90,4.40,4.84,4.05
2013-01-01,80.89,3.25,83.47,2.88,5.41,4.84,4.15
2013-02-01,81.29,3.55,83.89,2.96,4.75,4.82,4.19
2013-03-01,81.89,4.25,84.14,3.02,4.48,4.48,3.98
2013-04-01,81.94,4.65,84.21,2.95,4.96,4.33,3.82
2013-05-01,81.67,4.63,84.38,2.88,4.91,4.32,3.72
2013-06-01,81.62,4.09,84.49,2.79,5.00,4.30,3.78
2013-07-01,81.59,3.47,84.51,2.50,5.13,4.32,3.85
2013-08-01,81.82,3.46,84.59,2.37,5.18,4.31,3.84
2013-09-01,82.13,3.39,84.86,2.52,5.31,4.10,3.64
2013-10-01,82.52,3.36,85.03,2.48,5.01,3.98,3.39
2013-11-01,83.29,3.62,85.14,2.56,4.48,3.79,3.39
2013-12-01,83.77,3.97,85.42,2.78,4.27,3.79,3.29
2014-01-01,84.52,4.48,86.15,3.21,5.07,3.78,3.14
2014-02-01,84.73,4.23,86.39,2.98,4.66,3.79,3.16
2014-03-01,84.97,3.76,86.58,2.89,4.80,3.80,3.17
2014-04-01,84.81,3.50,86.83,3.11,4.85,3.81,3.23
2014-05-01,84.54,3.51,86.91,3.00,4.94,3.80,3.28
2014-06-01,84.68,3.75,87.10,3.09,4.82,3.43,3.02
2014-07-01,84.91,4.07,87.26,3.25,5.47,3.30,2.83
2014-08-01,85.22,4.15,87.45,3.37,5.19,3.30,2.77
2014-09-01,85.60,4.22,87.70,3.34,5.09,3.29,2.83
2014-10-01,86.07,4.30,87.85,3.32,4.78,3.29,2.90
2014-11-01,86.76,4.17,87.99,3.34,4.53,3.29,2.85
2014-12-01,87.19,4.08,88.19,3.24,3.76,3.30,2.81
2015-01-01,87.11,3.07,88.16,2.34,4.51,3.30,2.67
2015-02-01,87.28,3.00,88.46,2.40,4.33,3.30,2.81
2015-03-01,87.63,3.14,88.70,2.45,3.86,3.30,3.04
2015-04-01,87.40,3.06,88.83,2.31,4.31,3.30,2.97
2015-05-01,86.97,2.88,88.94,2.33,4.45,3.30,2.98
2015-06-01,87.11,2.87,89.12,2.33,4.41,3.30,2.96
2015-07-01,87.24,2.74,89.28,2.31,4.72,3.30,2.99
2015-08-01,87.42,2.59,89.46,2.30,4.68,3.32,3.04
2015-09-01,87.75,2.52,89.79,2.38,4.50,3.33,3.10
2015-10-01,88.20,2.48,90.01,2.47,4.55,3.31,3.02
2015-11-01,88.69,2.21,90.05,2.34,3.96,3.32,3.02
2015-12-01,89.05,2.13,90.32,2.41,3.96,3.42,3.14
2016-01-01,89.39,2.61,90.49,2.64,4.24,3.56,3.08
2016-02-01,89.78,2.87,90.82,2.66,4.15,3.75,3.36
2016-03-01,89.91,2.60,91.14,2.76,3.74,4.06,3.80
2016-04-01,89.63,2.54,91.35,2.83,3.80,4.06,3.74
2016-05-01,89.23,2.60,91.54,2.93,4.03,4.08,3.81
2016-06-01,89.32,2.54,91.77,2.97,3.93,4.10,3.81
2016-07-01,89.56,2.65,91.93,2.97,4.01,4.56,4.21
2016-08-01,89.81,2.73,92.10,2.96,4.00,4.59,4.24
2016-09-01,90.36,2.97,92.54,3.07,4.14,4.61,4.28
2016-10-01,90.91,3.06,92.80,3.10,3.67,5.11,4.69
2016-11-01,91.62,3.31,93.01,3.29,3.51,5.34,5.15
2016-12-01,92.04,3.36,93.43,3.44,3.37,5.84,5.61
2017-01-01,93.60,4.72,93.97,3.84,3.59,6.13,5.83
2017-02-01,94.14,4.86,94.68,4.26,3.37,6.44,6.06
2017-03-01,94.72,5.35,95.23,4.48,3.19,6.63,6.32
2017-04-01,94.84,5.82,95.65,4.72,3.46,6.87,6.50
2017-05-01,94.73,6.16,95.92,4.78,3.56,6.98,6.56
2017-06-01,94.96,6.31,96.21,4.83,3.27,7.21,6.82
2017-07-01,95.32,6.44,96.47,4.94,3.41,7.37,6.99
2017-08-01,95.79,6.66,96.71,5.00,3.53,7.38,6.94
2017-09-01,96.09,6.35,96.99,4.80,3.60,7.38,6.99
2017-10-01,96.70,6.37,97.23,4.77,3.50,7.38,7.03
2017-11-01,97.70,6.63,97.57,4.90,3.42,7.38,7.02
2017-12-01,98.27,6.77,97.97,4.87,3.13,7.51,7.17
2018-01-01,98.80,5.55,98.25,4.56,3.36,7.64,7.25
2018-02-01,99.17,5.34,98.73,4.27,3.17,7.78,7.40
2018-03-01,99.49,5.04,99.06,4.02,2.94,7.83,7.47
2018-04-01,99.15,4.55,99.20,3.71,3.39,7.84,7.46
2018-05-01,98.99,4.51,99.46,3.69,3.22,7.85,7.51
2018-06-01,99.38,4.65,99.69,3.62,3.37,7.93,7.64
2018-07-01,99.91,4.81,99.97,3.63,3.47,8.10,7.73
2018-08-01,100.49,4.90,100.22,3.63,3.46,8.11,7.73
2018-09-01,100.92,5.02,100.54,3.67,3.58,8.11,7.69
2018-10-01,101.44,4.90,100.86,3.73,3.27,8.12,7.69
2018-11-01,102.30,4.72,101.11,3.63,3.25,8.25,7.83
2018-12-01,103.02,4.83,101.58,3.68,3.36,8.41,8.02
2019-01-01,103.11,4.37,101.78,3.60,3.56,8.59,7.95
2019-02-01,103.08,3.94,102.22,3.54,3.29,8.56,7.93
2019-03-01,103.48,4.00,102.58,3.55,3.22,8.52,8.02
2019-04-01,103.53,4.41,103.04,3.87,3.50,8.50,7.78
2019-05-01,103.23,4.28,103.21,3.77,3.50,8.51,8.07
2019-06-01,103.30,3.95,103.53,3.85,3.57,8.51,8.25
2019-07-01,103.69,3.78,103.79,3.82,3.74,8.48,8.14
2019-08-01,103.67,3.16,104.01,3.78,3.71,8.37,8.01
2019-09-01,103.94,3.00,104.32,3.75,3.78,8.20,7.72
2019-10-01,104.50,3.02,104.57,3.68,3.69,8.00,7.66
2019-11-01,105.35,2.97,104.80,3.65,3.42,7.87,7.47
2019-12-01,105.93,2.83,105.23,3.59,2.91,7.70,7.12
2020-01-01,106.45,3.24,105.58,3.73,3.78,7.53,7.12
2020-02-01,106.89,3.70,105.96,3.66,3.53,7.39,6.96
2020-03-01,106.84,3.25,106.27,3.60,2.91,7.10,6.81
2020-04-01,105.76,2.15,106.65,3.50,4.69,6.54,6.09
2020-05-01,106.16,2.84,106.97,3.64,4.19,6.00,5.47
2020-06-01,106.74,3.33,107.37,3.71,5.49,5.65,5.06
2020-07-01,107.44,3.62,107.79,3.85,5.35,5.23,4.82
2020-08-01,107.87,4.05,108.13,3.97,5.26,4.97,4.49
2020-09-01,108.11,4.01,108.47,3.99,5.13,4.72,4.38
2020-10-01,108.77,4.09,108.73,3.98,4.71,4.53,4.20
2020-11-01,108.86,3.33,108.64,3.66,4.35,4.50,4.23
2020-12-01,109.27,3.15,109.24,3.80,3.79,4.49,4.27
2021-01-01,110.21,3.54,109.63,3.84,4.70,4.47,4.22
2021-02-01,110.91,3.76,110.06,3.87,4.40,4.36,4.12
2021-03-01,111.82,4.67,110.65,4.12,3.87,4.28,4.05
2021-04-01,112.19,6.08,111.06,4.13,4.65,4.28,4.07
2021-05-01,112.42,5.89,111.64,4.37,3.99,4.29,4.06
2021-06-01,113.02,5.88,112.28,4.58,4.02,4.32,4.02
2021-07-01,113.68,5.81,112.82,4.66,4.38,4.52,4.32
2021-08-01,113.90,5.59,113.30,4.78,4.33,4.65,4.46
2021-09-01,114.60,6.00,113.82,4.92,4.18,4.75,4.55
2021-10-01,115.56,6.24,114.38,5.19,3.95,4.98,4.84
2021-11-01,116.88,7.37,114.80,5.67,3.66,5.13,5.05
2021-12-01,117.31,7.36,115.72,5.94,3.51,5.44,5.29
2022-01-01,118.00,7.07,116.43,6.21,3.71,5.72,5.53
2022-02-01,118.98,7.28,117.32,6.59,3.74,6.02,5.87
2022-03-01,120.16,7.45,118.16,6.78,2.97,6.33,6.31
,,,,,,,
